Commodity,Year,Attribute,Value,Notes
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Fresh-Pounds,143.8961433,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Fresh-Pounds,149.0205891,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Fresh-Pounds,151.7609251,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Fresh-Pounds,145.4604098,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Vegetables-Fresh-Pounds,151.3360049,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Vegetables-Fresh-Pounds,151.8395087,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Vegetables-Fresh-Pounds,157.2174004,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Vegetables-Fresh-Pounds,159.1296847,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Vegetables-Fresh-Pounds,159.1547466,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Vegetables-Fresh-Pounds,168.6618413,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Vegetables-Fresh-Pounds,174.7312872,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Vegetables-Fresh-Pounds,181.0347872,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Vegetables-Fresh-Pounds,176.422488,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Vegetables-Fresh-Pounds,176.217615,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Vegetables-Fresh-Pounds,179.7636622,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Vegetables-Fresh-Pounds,187.7065635,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Vegetables-Fresh-Pounds,193.2158284,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Vegetables-Fresh-Pounds,188.0479875,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Vegetables-Fresh-Pounds,193.1051213,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Vegetables-Fresh-Pounds,199.0054214,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Vegetables-Fresh-Pounds,195.5831247,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Vegetables-Fresh-Pounds,201.3789949,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Vegetables-Fresh-Pounds,200.6609529,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Vegetables-Fresh-Pounds,197.9988714,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Vegetables-Fresh-Pounds,197.3097727,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Vegetables-Fresh-Pounds,200.6478886,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Vegetables-Fresh-Pounds,204.4023511,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Vegetables-Fresh-Pounds,196.4472185,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Vegetables-Fresh-Pounds,194.0756519,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Vegetables-Fresh-Pounds,194.2617778,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Vegetables-Fresh-Pounds,188.3333371,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Vegetables-Fresh-Pounds,185.5323965,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Vegetables-Fresh-Pounds,190.3457554,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Vegetables-Fresh-Pounds,185.8226397,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Vegetables-Fresh-Pounds,188.7313525,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Vegetables-Fresh-Pounds,184.6608089,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Vegetables-Fresh-Pounds,186.5798685,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Vegetables-Fresh-Pounds,186.5953386,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Vegetables-Fresh-Pounds,199.8311591,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Vegetables-Fresh-Pounds,203.0819587,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Vegetables-Fresh-Pounds,191.1661052,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Vegetables-Fresh-Pounds,181.9698214,"Includes artichokes, asparagus, snap beans, broccoli, cabbage, carrots, cauliflower, celery, sweet corn, cucumbers, eggplant, endive, escarole, garlic, head, romaine, and leaf lettuce, mushrooms, okra, onions, bell peppers, potatoes, radishes, spinach, sweetpotatoes, and tomatoes."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Vegetables-Processing-Canning-Pounds,100.6971508,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Vegetables-Processing-Canning-Pounds,107.7993472,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Vegetables-Processing-Canning-Pounds,104.5577034,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Vegetables-Processing-Canning-Pounds,98.30714573,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Vegetables-Processing-Canning-Pounds,99.13594195,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Vegetables-Processing-Canning-Pounds,97.87960071,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Vegetables-Processing-Canning-Pounds,103.5551472,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Vegetables-Processing-Canning-Pounds,101.7128854,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Vegetables-Processing-Canning-Pounds,96.7184699,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Vegetables-Processing-Canning-Pounds,100.6048462,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Vegetables-Processing-Canning-Pounds,102.4837612,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Vegetables-Processing-Canning-Pounds,97.03241399,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Vegetables-Processing-Canning-Pounds,95.13807254,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Vegetables-Processing-Canning-Pounds,96.51283522,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Vegetables-Processing-Canning-Pounds,102.6398872,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Vegetables-Processing-Canning-Pounds,99.25696782,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Vegetables-Processing-Canning-Pounds,99.61350608,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Vegetables-Processing-Canning-Pounds,99.00990115,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Vegetables-Processing-Canning-Pounds,94.62981959,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Vegetables-Processing-Canning-Pounds,101.6936464,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Vegetables-Processing-Canning-Pounds,110.3023507,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Vegetables-Processing-Canning-Pounds,112.3875089,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Vegetables-Processing-Canning-Pounds,110.0603353,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Vegetables-Processing-Canning-Pounds,109.8696553,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Vegetables-Processing-Canning-Pounds,109.7404829,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Vegetables-Processing-Canning-Pounds,108.2129065,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Vegetables-Processing-Canning-Pounds,106.8271474,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Vegetables-Processing-Canning-Pounds,105.4558639,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Vegetables-Processing-Canning-Pounds,105.3305097,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Vegetables-Processing-Canning-Pounds,102.9029774,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Vegetables-Processing-Canning-Pounds,103.1862141,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Vegetables-Processing-Canning-Pounds,96.54241859,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Vegetables-Processing-Canning-Pounds,100.3866708,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Vegetables-Processing-Canning-Pounds,100.8345748,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Vegetables-Processing-Canning-Pounds,102.4970309,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Vegetables-Processing-Canning-Pounds,104.8469121,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Vegetables-Processing-Canning-Pounds,94.46329329,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Vegetables-Processing-Canning-Pounds,96.78422562,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Vegetables-Processing-Canning-Pounds,94.85732569,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Vegetables-Processing-Canning-Pounds,100.7338992,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Vegetables-Processing-Canning-Pounds,99.41870587,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Vegetables-Processing-Canning-Pounds,91.4413234,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Vegetables-Processing-Canning-Pounds,92.91824451,"Includes asparagus, lima beans, snap beans, beets, cabbage, carrots, sweet corn, cucumbers, mushrooms, green peas, chile peppers, potatoes, spinach, tomatoes, and other miscellaneous vegetables."
